cohort_number	disease_domain	disease_ontology_parent	disease_ontology_detail	disease_or_context	study_accession	case_label	control_or_comparator_label	n_case	n_control_or_comparator	human_disease_scope	analysis_context	source_collection	de_method	cohort_caveat_flags	display_contrast	compact_label	contrast_id	marker	op_reference_log2FC_chronic_vs_control	op_reference_direction	marker_detected_in_external_cohort	external_display_gene	external_feature_id	external_uniprot_id	external_protein_name	external_log2FC_case_vs_control_or_comparator	external_p_value	external_FDR	external_abs_log2FC	external_de_tier	external_direction	direction_agreement_with_op_reference	concordance_status	n_total	result_label_for_summary	summary_sentence_fragment
C25	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	PXD009356	case	control	13	14	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD009356 | case vs control	PXD009356\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	27	Not detected or not mapped	MYH7B was not detected or not mapped in Cardiac disease (PXD009356).
C26	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE95368	case	control	27	6	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE95368 | case vs control	GSE95368\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	33	Not detected or not mapped	ACTG1 was not detected or not mapped in Cardiac disease (GSE95368).
C26	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE95368	case	control	27	6	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE95368 | case vs control	GSE95368\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	33	Not detected or not mapped	DNAH9 was not detected or not mapped in Cardiac disease (GSE95368).
C26	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE95368	case	control	27	6	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE95368 | case vs control	GSE95368\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	GPX3	-2.8299999999999983	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	33	Not detected or not mapped	GPX3 was not detected or not mapped in Cardiac disease (GSE95368).
C26	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE95368	case	control	27	6	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE95368 | case vs control	GSE95368\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	VWF	4.280000000000001	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	33	Not detected or not mapped	VWF was not detected or not mapped in Cardiac disease (GSE95368).
C26	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE95368	case	control	27	6	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE95368 | case vs control	GSE95368\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	C4B	-4.150000000000002	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	33	Not detected or not mapped	C4B was not detected or not mapped in Cardiac disease (GSE95368).
C26	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE95368	case	control	27	6	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE95368 | case vs control	GSE95368\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	CD44	1.5799999999999983	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	33	Not detected or not mapped	CD44 was not detected or not mapped in Cardiac disease (GSE95368).
C26	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE95368	case	control	27	6	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE95368 | case vs control	GSE95368\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	CFHR2	1.4699999999999989	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	33	Not detected or not mapped	CFHR2 was not detected or not mapped in Cardiac disease (GSE95368).
C26	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE95368	case	control	27	6	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE95368 | case vs control	GSE95368\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	ITIH3	-1.2100000000000009	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	33	Not detected or not mapped	ITIH3 was not detected or not mapped in Cardiac disease (GSE95368).
C26	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE95368	case	control	27	6	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE95368 | case vs control	GSE95368\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	LRG1	-1.7199999999999989	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	33	Not detected or not mapped	LRG1 was not detected or not mapped in Cardiac disease (GSE95368).
C26	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE95368	case	control	27	6	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE95368 | case vs control	GSE95368\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	33	Not detected or not mapped	MYH7B was not detected or not mapped in Cardiac disease (GSE95368).
C27	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	MIS-C / cardiac involvement	PXD029375	case	control	34	25	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD029375 | case vs control	PXD029375\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD029375__case_vs_control	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	59	Not detected or not mapped	ACTG1 was not detected or not mapped in MIS-C / cardiac involvement (PXD029375).
C27	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	MIS-C / cardiac involvement	PXD029375	case	control	34	25	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD029375 | case vs control	PXD029375\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD029375__case_vs_control	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	59	Not detected or not mapped	DNAH9 was not detected or not mapped in MIS-C / cardiac involvement (PXD029375).
C27	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	MIS-C / cardiac involvement	PXD029375	case	control	34	25	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD029375 | case vs control	PXD029375\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD029375__case_vs_control	GPX3	-2.8299999999999983	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	59	Not detected or not mapped	GPX3 was not detected or not mapped in MIS-C / cardiac involvement (PXD029375).
C27	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	MIS-C / cardiac involvement	PXD029375	case	control	34	25	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD029375 | case vs control	PXD029375\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD029375__case_vs_control	VWF	4.280000000000001	up_in_chronic	True	VWF	VWF		VWF	0.562044588235294	0.0422406028755144	0.0589548081269422	0.562044588235294	suggestive	up_in_case	same_direction	concordant_dep	59	Concordant differential expression	VWF had external log2FC=0.562044588235294 with FDR=0.0589548081269422 in MIS-C / cardiac involvement (PXD029375); status=concordant_dep.
C27	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	MIS-C / cardiac involvement	PXD029375	case	control	34	25	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD029375 | case vs control	PXD029375\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD029375__case_vs_control	C4B	-4.150000000000002	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	59	Not detected or not mapped	C4B was not detected or not mapped in MIS-C / cardiac involvement (PXD029375).
C27	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	MIS-C / cardiac involvement	PXD029375	case	control	34	25	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD029375 | case vs control	PXD029375\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD029375__case_vs_control	CD44	1.5799999999999983	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	59	Not detected or not mapped	CD44 was not detected or not mapped in MIS-C / cardiac involvement (PXD029375).
C27	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	MIS-C / cardiac involvement	PXD029375	case	control	34	25	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD029375 | case vs control	PXD029375\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD029375__case_vs_control	CFHR2	1.4699999999999989	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	59	Not detected or not mapped	CFHR2 was not detected or not mapped in MIS-C / cardiac involvement (PXD029375).
C27	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	MIS-C / cardiac involvement	PXD029375	case	control	34	25	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD029375 | case vs control	PXD029375\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD029375__case_vs_control	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	ITIH3		ITIH3	0.425339647058823	0.0059468198503633	0.0095323040346094	0.425339647058823	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	59	Detected, opposite direction, weak/non-tiered	ITIH3 had external log2FC=0.425339647058823 with FDR=0.0095323040346094 in MIS-C / cardiac involvement (PXD029375); status=weak_opposite_direction.
C27	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	MIS-C / cardiac involvement	PXD029375	case	control	34	25	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD029375 | case vs control	PXD029375\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD029375__case_vs_control	LRG1	-1.7199999999999989	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	59	Not detected or not mapped	LRG1 was not detected or not mapped in MIS-C / cardiac involvement (PXD029375).
C27	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	MIS-C / cardiac involvement	PXD029375	case	control	34	25	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD029375 | case vs control	PXD029375\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD029375__case_vs_control	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	59	Not detected or not mapped	MYH7B was not detected or not mapped in MIS-C / cardiac involvement (PXD029375).
C28	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE181091	case	control	8	4	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE181091 | case vs control	GSE181091\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE181091__case_vs_control	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	12	Not detected or not mapped	ACTG1 was not detected or not mapped in Cardiac disease (GSE181091).
C28	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE181091	case	control	8	4	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE181091 | case vs control	GSE181091\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE181091__case_vs_control	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	12	Not detected or not mapped	DNAH9 was not detected or not mapped in Cardiac disease (GSE181091).
C28	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE181091	case	control	8	4	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE181091 | case vs control	GSE181091\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE181091__case_vs_control	GPX3	-2.8299999999999983	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	12	Not detected or not mapped	GPX3 was not detected or not mapped in Cardiac disease (GSE181091).
C28	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	GSE181091	case	control	8	4	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE181091 | case vs control	GSE181091\ncase>control	primary__curated_gate2_case_control__cardiac_disease__GSE181091__case_vs_control	VWF	4.280000000000001	up_in_chronic	True	VWF	P04275	P04275		1.1759461690625	0.0232874372391196	0.147975029770863	1.1759461690625	exploratory	up_in_case	same_direction	concordant_exploratory	12	Concordant exploratory signal	VWF had external log2FC=1.1759461690625 with FDR=0.147975029770863 in Cardiac disease (GSE181091); status=concordant_exploratory.
